-73.991835,40.717716
-112.002140,33.449438
-111.901888,33.446380
-87.629843,41.878244
-122.409330,37.688682
-77.048783,38.886165
-111.822654,33.357345
-84.393289,33.766636
-71.073688,42.363219
-122.332044,47.606245
-115.171073,36.117229
-118.248709,34.060398
-93.267301,44.977948
-97.743119,30.267184
-73.833353,40.766876
-104.986580,39.735830
-75.162736,39.951680
-118.438998,34.035487
-117.078118,32.980893
-96.769897,32.803021
-121.947287,37.347871
-81.376429,28.543502
-117.153639,32.711344
-110.926535,32.221713
-118.351884,34.127402
-95.382314,29.762698
-87.914333,43.040533
-117.891249,33.817306
-122.087286,37.390292
-80.217938,25.785812
-122.676280,45.523483
-112.314016,33.569735
-117.858789,33.674303
106.844660,-6.212767
-82.465074,27.949446
-118.223617,34.160210
-94.582439,39.100095
-80.843182,35.227263
-79.382609,43.652950
-122.266383,37.793142
-82.999955,39.996832
-86.158249,39.768450
-118.362091,33.872986
-122.168675,47.645225
-76.614669,39.286250
-111.093731,34.048928
-79.995650,40.439175
-118.118012,34.131460
-74.192496,40.766668
-122.302309,37.543725
-117.752074,33.650896
-118.148924,33.809878
-73.859389,40.870148
-98.493624,29.424917
-81.707469,41.487485
-80.158907,26.120863
-78.636714,35.771314
-90.229359,38.645525
-0.125537,51.502991
-93.119108,44.962034
-121.495651,38.581533
-73.584400,40.708071
-77.405972,38.985222
-77.243399,38.868320
-117.980389,34.091298
-84.503093,39.128568
-111.896078,40.759600
-77.468589,37.542945
-86.781440,36.164204
-111.639249,35.201352
-123.111860,49.240172
-105.270546,40.014986
-77.126531,39.005657
-97.014731,32.877584
-73.774239,40.984718
-117.671785,34.061886
-95.999383,41.253528
-74.422611,40.488875
-90.077299,29.966228
-87.856900,41.854357
-87.807622,42.065201
-122.097845,37.693034
-93.327032,44.884797
-81.654305,30.332645
-74.299196,40.725810
-89.399903,43.072838
-74.225849,40.624229
-118.048928,33.888325
-78.873414,42.899936
-94.672202,38.985897
-118.549277,34.198182
-96.701587,33.011823
-80.199991,26.010098
-84.316890,34.056012
-74.119495,40.609919
-77.611073,43.162202
-84.568067,33.968047
-76.145176,43.048884
-83.044535,42.331552
-117.816472,34.075079
-86.650553,36.083793
-85.668054,42.958100
-81.343876,28.640403
36.522964,-0.301226
-90.048980,35.149534
-46.638219,-23.549518
-83.161299,42.481190
-122.259313,47.452600
-99.141072,19.430324
-85.759421,38.253461
-122.020735,37.591120
-77.176915,39.094356
-122.524048,37.935039
-74.990051,39.923852
-78.804170,35.789104
-88.004800,42.069406
-88.130764,41.787552
-83.726624,42.271033
-73.548520,41.050868
-118.007405,33.983936
-74.394306,40.065525
-115.002364,36.033669
-119.417932,36.778261
-97.321011,32.726070
-81.537411,28.399507
-85.586165,42.283679
-93.481118,44.873945
-76.641613,39.101961
-117.367692,33.180451
-82.647537,27.779155
-73.559654,45.506305
-75.333518,40.055476
-83.311735,42.516913
-86.051481,39.976516
-97.516796,35.468543
-93.726459,41.597101
-122.060760,37.915908
-111.624031,33.236237
-79.920504,32.784306
-88.014377,43.002181
-74.431496,40.813567
-83.418020,42.314925
-104.993854,39.618795
-118.542477,34.393180
-80.085279,26.352571
-84.152056,33.999773
-92.334396,38.951603
-97.123182,32.783560
-97.182909,32.881621
-88.096172,42.009041
-84.285880,30.441643
-78.898619,35.994033
-90.381052,38.527351
-73.400037,40.724221
107.607743,-6.913102
-105.038304,39.854933
-79.057075,35.913006
103.820220,1.350837
-80.250716,26.200585
-77.525444,39.082463
-119.811452,39.529836
-84.279009,33.924315
-73.346499,41.135090
-75.111967,39.856361
-106.651137,35.084491
-93.403954,45.048677
-80.283429,25.705350
-116.987879,32.793706
-74.024991,40.288065
-74.682393,40.291522
-116.195864,43.587067
-157.856817,21.305571
-105.085144,40.585816
-106.486931,31.758720
-74.295951,40.532997
-121.903596,37.684649
-96.848268,33.136919
-84.533677,42.732847
-83.198547,42.626973
-71.362851,42.327372
-117.282994,33.018237
-104.821363,38.833882
-75.283213,40.145612
-96.681416,40.807454
-95.712891,37.090240
-72.954146,41.297706
-76.284589,36.811582
-84.267545,33.788832
-112.047642,33.058106
2.345798,48.857766
-93.607651,41.600322
-76.850374,39.211519
-74.048735,40.148410
-104.831920,39.729432
-74.931878,40.012233
-75.977985,36.852926
-83.381578,33.955679
-81.506681,41.094262
-83.423599,42.454661
-96.649549,33.162210
-73.999617,41.130756
-76.772200,39.347610
-83.917128,35.963494
-71.408106,41.822486
-117.124323,33.130695
-92.970318,44.886975
-86.238944,41.681168
-122.269020,47.346082
100.513362,13.731011
106.813152,-6.314698
-74.247120,40.410240
